extra,missing,reverse,fdr,tpr,fpr,shd,nnz,precision,recall,F1,gscore,iter_num,time,exist_mode
2,45,10,0.5217,0.1667,0.0279,57,23,0.4783,0.1667,0.2472,0.0,1,230.5494,edge
2,45,4,0.2609,0.2576,0.014,51,23,0.7391,0.2576,0.382,0.1667,2,210.3063,edge
1,45,6,0.3182,0.2273,0.0163,52,22,0.6818,0.2273,0.3409,0.1212,3,188.8649,edge
0,44,4,0.1818,0.2727,0.0093,48,22,0.8182,0.2727,0.4091,0.2121,4,184.5674,edge
