extra,missing,reverse,fdr,tpr,fpr,shd,nnz,precision,recall,F1,gscore,iter_num,time,exist_mode
5,27,9,0.4667,0.3077,0.0468,41,30,0.5333,0.3077,0.3902,0.0385,1,2.5873,edge
3,25,3,0.2,0.4615,0.0201,31,30,0.8,0.4615,0.5854,0.3462,2,3.3112,edge
3,25,3,0.2,0.4615,0.0201,31,30,0.8,0.4615,0.5854,0.3462,3,1.9387,edge
3,25,2,0.1667,0.4808,0.0167,30,30,0.8333,0.4808,0.6098,0.3846,4,1.8059,edge
