extra,missing,reverse,fdr,tpr,fpr,shd,nnz,precision,recall,F1,gscore,iter_num,time,exist_mode
4,39,2,0.1935,0.3788,0.014,45,31,0.8065,0.3788,0.5155,0.2879,1,1.3125,edge
2,39,0,0.069,0.4091,0.0047,41,29,0.931,0.4091,0.5684,0.3788,2,1.487,edge
1,37,0,0.0333,0.4394,0.0023,38,30,0.9667,0.4394,0.6042,0.4242,3,1.4111,edge
1,37,0,0.0333,0.4394,0.0023,38,30,0.9667,0.4394,0.6042,0.4242,4,1.4636,edge
