extra,missing,reverse,fdr,tpr,fpr,shd,nnz,precision,recall,F1,gscore,iter_num,time,exist_mode
2,1,1,0.3333,0.75,0.15,4,9,0.6667,0.75,0.7059,0.375,1,0.4136,edge
2,1,1,0.3333,0.75,0.15,4,9,0.6667,0.75,0.7059,0.375,2,0.4496,edge
1,1,0,0.125,0.875,0.05,2,8,0.875,0.875,0.875,0.75,3,0.4468,edge
1,1,0,0.125,0.875,0.05,2,8,0.875,0.875,0.875,0.75,4,0.3897,edge
