extra,missing,reverse,fdr,tpr,fpr,shd,nnz,precision,recall,F1,gscore,iter_num,time,exist_mode
18,12,17,0.6731,0.3696,0.0638,47,52,0.3269,0.3696,0.3469,0.0,1,1.0896,edge
12,7,6,0.3529,0.7174,0.0328,25,51,0.6471,0.7174,0.6804,0.3261,2,1.1834,edge
6,4,4,0.2083,0.8261,0.0182,14,48,0.7917,0.8261,0.8085,0.6087,3,0.9524,edge
4,4,2,0.1304,0.8696,0.0109,10,46,0.8696,0.8696,0.8696,0.7391,4,1.0778,edge
