extra,missing,reverse,fdr,tpr,fpr,shd,nnz,precision,recall,F1,gscore,iter_num,time,exist_mode
5,19,10,0.4688,0.3696,0.0273,34,32,0.5312,0.3696,0.4359,0.0435,1,2.7581,edge
7,20,8,0.4545,0.3913,0.0273,35,33,0.5455,0.3913,0.4557,0.0652,2,2.0615,edge
5,20,3,0.2581,0.5,0.0146,28,31,0.7419,0.5,0.5974,0.3261,3,1.6295,edge
5,20,3,0.2581,0.5,0.0146,28,31,0.7419,0.5,0.5974,0.3261,4,1.5626,edge
4,20,3,0.2333,0.5,0.0128,27,30,0.7667,0.5,0.6053,0.3478,5,1.5799,edge
