extra,missing,reverse,fdr,tpr,fpr,shd,nnz,precision,recall,F1,gscore,iter_num,time,exist_mode
3,4,6,0.2,0.7826,0.0145,13,45,0.8,0.7826,0.7912,0.587,1,94.649,edge
3,3,0,0.0652,0.9348,0.0048,6,46,0.9348,0.9348,0.9348,0.8696,2,94.8709,edge
1,3,0,0.0227,0.9348,0.0016,4,44,0.9773,0.9348,0.9556,0.913,3,94.5157,edge
