extra,missing,reverse,fdr,tpr,fpr,shd,nnz,precision,recall,F1,gscore,iter_num,time,exist_mode
3,23,4,0.2188,0.4808,0.0234,30,32,0.7812,0.4808,0.5952,0.3462,1,41.7763,edge
4,25,6,0.3226,0.4038,0.0334,35,31,0.6774,0.4038,0.506,0.2115,2,21.6112,edge
3,24,7,0.3226,0.4038,0.0334,34,31,0.6774,0.4038,0.506,0.2115,3,17.5941,edge
3,23,2,0.1562,0.5192,0.0167,28,32,0.8438,0.5192,0.6429,0.4231,4,19.7804,edge
