extra,missing,reverse,fdr,tpr,fpr,shd,nnz,precision,recall,F1,gscore,iter_num,time,exist_mode
8,5,15,0.4694,0.5652,0.0371,28,49,0.5306,0.5652,0.5474,0.0652,1,2.2178,edge
1,2,2,0.0667,0.913,0.0048,5,45,0.9333,0.913,0.9231,0.8478,2,1.742,edge
0,2,1,0.0227,0.9348,0.0016,3,44,0.9773,0.9348,0.9556,0.913,3,1.413,edge
