extra,missing,reverse,fdr,tpr,fpr,shd,nnz,precision,recall,F1,gscore,iter_num,time,exist_mode
7,43,5,0.4,0.2727,0.0279,55,30,0.6,0.2727,0.375,0.0909,1,1.2562,edge
3,42,1,0.1481,0.3485,0.0093,46,27,0.8519,0.3485,0.4946,0.2879,2,1.2838,edge
2,40,1,0.1071,0.3788,0.007,43,28,0.8929,0.3788,0.5319,0.3333,3,1.2976,edge
