extra,missing,reverse,fdr,tpr,fpr,shd,nnz,precision,recall,F1,gscore,iter_num,time,exist_mode
15,13,16,0.6458,0.3696,0.0565,44,48,0.3542,0.3696,0.3617,0.0,1,2.0248,edge
6,11,5,0.2683,0.6522,0.02,22,41,0.7317,0.6522,0.6897,0.413,2,2.3286,edge
6,11,5,0.2683,0.6522,0.02,22,41,0.7317,0.6522,0.6897,0.413,3,2.0757,edge
