extra,missing,reverse,fdr,tpr,fpr,shd,nnz,precision,recall,F1,gscore,iter_num,time,exist_mode
5,40,6,0.3548,0.303,0.0256,51,31,0.6452,0.303,0.4124,0.1364,1,276.6093,edge
3,38,6,0.2903,0.3333,0.0209,47,31,0.7097,0.3333,0.4536,0.197,2,260.5499,edge
2,38,4,0.2,0.3636,0.014,44,30,0.8,0.3636,0.5,0.2727,3,261.3013,edge
