extra,missing,reverse,fdr,tpr,fpr,shd,nnz,precision,recall,F1,gscore,iter_num,time,exist_mode
2,43,11,0.52,0.1818,0.0302,56,25,0.48,0.1818,0.2637,0.0,1,235.2814,edge
2,44,2,0.1667,0.303,0.0093,48,24,0.8333,0.303,0.4444,0.2424,2,166.4553,edge
1,43,8,0.375,0.2273,0.0209,52,24,0.625,0.2273,0.3333,0.0909,3,140.2924,edge
0,43,2,0.087,0.3182,0.0047,45,23,0.913,0.3182,0.4719,0.2879,4,113.0963,edge
