extra,missing,reverse,fdr,tpr,fpr,shd,nnz,precision,recall,F1,gscore,iter_num,time,exist_mode
0,2,3,0.1304,0.8,0.0182,5,23,0.8696,0.8,0.8333,0.68,1,4.2096,edge
0,2,1,0.0435,0.88,0.0061,3,23,0.9565,0.88,0.9167,0.84,2,2.7641,edge
