extra,missing,reverse,fdr,tpr,fpr,shd,nnz,precision,recall,F1,gscore,iter_num,time,exist_mode
3,24,5,0.127,0.6548,0.0077,32,63,0.873,0.6548,0.7483,0.5595,1,21.9917,edge
4,25,5,0.1429,0.6429,0.0086,34,63,0.8571,0.6429,0.7347,0.5357,2,20.0498,edge
4,26,4,0.129,0.6429,0.0077,34,62,0.871,0.6429,0.7397,0.5476,3,18.9342,edge
4,26,2,0.0968,0.6667,0.0057,32,62,0.9032,0.6667,0.7671,0.5952,4,21.0164,edge
