extra,missing,reverse,fdr,tpr,fpr,shd,nnz,precision,recall,F1,gscore,iter_num,time,exist_mode
0,2,1,0.5,0.25,0.1667,3,2,0.5,0.25,0.3333,0.0,1,6.3728,edge
0,2,0,0.0,0.5,0.0,2,2,1.0,0.5,0.6667,0.5,2,2.1477,edge
