extra,missing,reverse,fdr,tpr,fpr,shd,nnz,precision,recall,F1,gscore,iter_num,time,exist_mode
3,6,2,0.2273,0.68,0.0303,11,22,0.7727,0.68,0.7234,0.48,1,2.3296,edge
2,6,3,0.2381,0.64,0.0303,11,21,0.7619,0.64,0.6957,0.44,2,2.1288,edge
2,6,2,0.1905,0.68,0.0242,10,21,0.8095,0.68,0.7391,0.52,3,1.3491,edge
3,6,1,0.1818,0.72,0.0242,10,22,0.8182,0.72,0.766,0.56,4,0.5885,edge
3,6,0,0.1364,0.76,0.0182,9,22,0.8636,0.76,0.8085,0.64,5,0.3521,edge
