extra,missing,reverse,fdr,tpr,fpr,shd,nnz,precision,recall,F1,gscore,iter_num,time,exist_mode
1,5,3,0.1905,0.68,0.0242,9,21,0.8095,0.68,0.7391,0.52,1,2.5364,edge
1,6,2,0.15,0.68,0.0182,9,20,0.85,0.68,0.7556,0.56,2,1.2336,edge
1,5,1,0.0952,0.76,0.0121,7,21,0.9048,0.76,0.8261,0.68,3,1.1797,edge
1,4,0,0.0455,0.84,0.0061,5,22,0.9545,0.84,0.8936,0.8,4,0.7998,edge
