extra,missing,reverse,fdr,tpr,fpr,shd,nnz,precision,recall,F1,gscore,iter_num,time,exist_mode
9,17,12,0.5526,0.3696,0.0383,38,38,0.4474,0.3696,0.4048,0.0,1,0.7878,edge
3,15,3,0.1765,0.6087,0.0109,21,34,0.8235,0.6087,0.7,0.4783,2,0.7427,edge
