extra,missing,reverse,fdr,tpr,fpr,shd,nnz,precision,recall,F1,gscore,iter_num,time,exist_mode
1,2,2,0.0667,0.913,0.0048,5,45,0.9333,0.913,0.9231,0.8478,1,36.7281,edge
1,2,0,0.0222,0.9565,0.0016,3,45,0.9778,0.9565,0.967,0.9348,2,35.8929,edge
1,2,0,0.0222,0.9565,0.0016,3,45,0.9778,0.9565,0.967,0.9348,3,35.9147,edge
0,2,1,0.0227,0.9348,0.0016,3,44,0.9773,0.9348,0.9556,0.913,4,36.6032,edge
