extra,missing,reverse,fdr,tpr,fpr,shd,nnz,precision,recall,F1,gscore,iter_num,time,exist_mode
12,32,13,0.3906,0.4643,0.0239,57,64,0.6094,0.4643,0.527,0.1667,1,3.0931,edge
11,30,11,0.3385,0.5119,0.0211,52,65,0.6615,0.5119,0.5772,0.25,2,3.5266,edge
11,30,10,0.3231,0.5238,0.0201,51,65,0.6769,0.5238,0.5906,0.2738,3,3.7855,edge
