extra,missing,reverse,fdr,tpr,fpr,shd,nnz,precision,recall,F1,gscore,iter_num,time,exist_mode
3,3,1,0.5,0.5,0.2,7,8,0.5,0.5,0.5,0.0,1,0.0321,edge
3,3,0,0.375,0.625,0.15,6,8,0.625,0.625,0.625,0.25,2,0.0101,edge
2,3,0,0.2857,0.625,0.1,5,7,0.7143,0.625,0.6667,0.375,3,0.0082,edge
