extra,missing,reverse,fdr,tpr,fpr,shd,nnz,precision,recall,F1,gscore,iter_num,time,exist_mode
7,17,12,0.4524,0.4423,0.0635,36,42,0.5476,0.4423,0.4894,0.0769,1,1.2471,edge
4,13,3,0.1628,0.6923,0.0234,20,43,0.8372,0.6923,0.7579,0.5577,2,1.956,edge
1,11,2,0.0714,0.75,0.01,14,42,0.9286,0.75,0.8298,0.6923,3,0.9409,edge
