extra,missing,reverse,fdr,tpr,fpr,shd,nnz,precision,recall,F1,gscore,iter_num,time,exist_mode
0,0,4,0.16,0.84,0.0242,4,25,0.84,0.84,0.84,0.68,1,0.4033,edge
0,1,3,0.125,0.84,0.0182,4,24,0.875,0.84,0.8571,0.72,2,0.9304,edge
0,1,0,0.0,0.96,0.0,1,24,1.0,0.96,0.9796,0.96,3,0.7195,edge
