extra,missing,reverse,fdr,tpr,fpr,shd,nnz,precision,recall,F1,gscore,iter_num,time,exist_mode
0,1,1,0.3333,0.5,0.1667,2,3,0.6667,0.5,0.5714,0.25,1,0.0033,edge
0,1,1,0.3333,0.5,0.1667,2,3,0.6667,0.5,0.5714,0.25,2,0.0035,edge
0,1,0,0.0,0.75,0.0,1,3,1.0,0.75,0.8571,0.75,3,0.0035,edge
