extra,missing,reverse,fdr,tpr,fpr,shd,nnz,precision,recall,F1,gscore,iter_num,time,exist_mode
6,5,13,0.4043,0.6087,0.0306,24,47,0.5957,0.6087,0.6022,0.1957,1,1.9312,edge
3,3,3,0.1304,0.8696,0.0097,9,46,0.8696,0.8696,0.8696,0.7391,2,1.7756,edge
1,3,1,0.0455,0.913,0.0032,5,44,0.9545,0.913,0.9333,0.8696,3,1.3171,edge
