extra,missing,reverse,fdr,tpr,fpr,shd,nnz,precision,recall,F1,gscore,iter_num,time,exist_mode
3,24,4,0.2258,0.4615,0.0234,31,31,0.7742,0.4615,0.5783,0.3269,1,8.3898,edge
3,23,4,0.2188,0.4808,0.0234,30,32,0.7812,0.4808,0.5952,0.3462,2,3.5209,edge
3,23,2,0.1562,0.5192,0.0167,28,32,0.8438,0.5192,0.6429,0.4231,3,2.4175,edge
