extra,missing,reverse,fdr,tpr,fpr,shd,nnz,precision,recall,F1,gscore,iter_num,time,exist_mode
1,9,5,0.1364,0.7308,0.0201,15,44,0.8636,0.7308,0.7917,0.6154,1,19.0417,edge
1,10,5,0.1395,0.7115,0.0201,16,43,0.8605,0.7115,0.7789,0.5962,2,9.1206,edge
1,12,7,0.1951,0.6346,0.0268,20,41,0.8049,0.6346,0.7097,0.4808,3,6.8108,edge
0,10,5,0.119,0.7115,0.0167,15,42,0.881,0.7115,0.7872,0.6154,4,5.9831,edge
