extra,missing,reverse,fdr,tpr,fpr,shd,nnz,precision,recall,F1,gscore,iter_num,time,exist_mode
9,50,16,0.5814,0.2143,0.0239,75,43,0.4186,0.2143,0.2835,0.0,1,2.563,edge
10,48,10,0.4348,0.3095,0.0192,68,46,0.5652,0.3095,0.4,0.0714,2,2.8532,edge
9,47,6,0.3261,0.369,0.0144,62,46,0.6739,0.369,0.4769,0.1905,3,2.8865,edge
