extra,missing,reverse,fdr,tpr,fpr,shd,nnz,precision,recall,F1,gscore,iter_num,time,exist_mode
5,40,6,0.3548,0.303,0.0256,51,31,0.6452,0.303,0.4124,0.1364,1,285.2075,edge
3,38,5,0.2581,0.3485,0.0186,46,31,0.7419,0.3485,0.4742,0.2273,2,286.4822,edge
2,38,5,0.2333,0.3485,0.0163,45,30,0.7667,0.3485,0.4792,0.2424,3,258.4497,edge
