extra,missing,reverse,fdr,tpr,fpr,shd,nnz,precision,recall,F1,gscore,iter_num,time,exist_mode
9,18,12,0.4884,0.4231,0.0702,39,43,0.5116,0.4231,0.4632,0.0192,1,3.677,edge
3,11,6,0.2045,0.6731,0.0301,20,44,0.7955,0.6731,0.7292,0.5,2,2.5103,edge
3,11,5,0.1818,0.6923,0.0268,19,44,0.8182,0.6923,0.75,0.5385,3,2.5609,edge
3,11,4,0.1591,0.7115,0.0234,18,44,0.8409,0.7115,0.7708,0.5769,4,2.3504,edge
