extra,missing,reverse,fdr,tpr,fpr,shd,nnz,precision,recall,F1,gscore,iter_num,time,exist_mode
7,19,12,0.475,0.4038,0.0635,38,40,0.525,0.4038,0.4565,0.0385,1,1.9347,edge
5,19,3,0.2105,0.5769,0.0268,27,38,0.7895,0.5769,0.6667,0.4231,2,3.6472,edge
4,18,3,0.1842,0.5962,0.0234,25,38,0.8158,0.5962,0.6889,0.4615,3,2.3482,edge
