extra,missing,reverse,fdr,tpr,fpr,shd,nnz,precision,recall,F1,gscore,iter_num,time,exist_mode
3,45,3,0.25,0.2727,0.014,51,24,0.75,0.2727,0.4,0.1818,1,0.6013,edge
1,44,1,0.087,0.3182,0.0047,46,23,0.913,0.3182,0.4719,0.2879,2,0.5913,edge
0,44,1,0.0455,0.3182,0.0023,45,22,0.9545,0.3182,0.4773,0.303,3,0.5882,edge
