extra,missing,reverse,fdr,tpr,fpr,shd,nnz,precision,recall,F1,gscore,iter_num,time,exist_mode
7,18,13,0.4878,0.4038,0.0669,38,41,0.5122,0.4038,0.4516,0.0192,1,3.1402,edge
2,13,3,0.122,0.6923,0.0167,18,41,0.878,0.6923,0.7742,0.5962,2,3.2313,edge
2,13,3,0.122,0.6923,0.0167,18,41,0.878,0.6923,0.7742,0.5962,3,2.2315,edge
