extra,missing,reverse,fdr,tpr,fpr,shd,nnz,precision,recall,F1,gscore,iter_num,time,exist_mode
9,6,14,0.4694,0.5652,0.0371,29,49,0.5306,0.5652,0.5474,0.0652,1,3.7222,edge
5,4,10,0.3191,0.6957,0.0242,19,47,0.6809,0.6957,0.6882,0.3696,2,2.9631,edge
5,4,9,0.2979,0.7174,0.0226,18,47,0.7021,0.7174,0.7097,0.413,3,2.453,edge
