extra,missing,reverse,fdr,tpr,fpr,shd,nnz,precision,recall,F1,gscore,iter_num,time,exist_mode
7,2,0,0.1373,0.9565,0.0113,9,51,0.8627,0.9565,0.9072,0.8043,1,35.5284,edge
1,2,0,0.0222,0.9565,0.0016,3,45,0.9778,0.9565,0.967,0.9348,2,34.273,edge
0,2,1,0.0227,0.9348,0.0016,3,44,0.9773,0.9348,0.9556,0.913,3,31.4499,edge
