extra,missing,reverse,fdr,tpr,fpr,shd,nnz,precision,recall,F1,gscore,iter_num,time,exist_mode
1,0,4,0.1923,0.84,0.0303,5,26,0.8077,0.84,0.8235,0.64,1,0.3877,edge
0,1,0,0.0,0.96,0.0,1,24,1.0,0.96,0.9796,0.96,2,0.4388,edge
