extra,missing,reverse,fdr,tpr,fpr,shd,nnz,precision,recall,F1,gscore,iter_num,time,exist_mode
1,3,4,0.1136,0.8478,0.0081,8,44,0.8864,0.8478,0.8667,0.7391,1,24.2483,edge
0,3,2,0.0465,0.8913,0.0032,5,43,0.9535,0.8913,0.9213,0.8478,2,23.1011,edge
