extra,missing,reverse,fdr,tpr,fpr,shd,nnz,precision,recall,F1,gscore,iter_num,time,exist_mode
6,14,7,0.2955,0.5962,0.0435,27,44,0.7045,0.5962,0.6458,0.3462,1,1.9416,edge
5,12,7,0.2667,0.6346,0.0401,24,45,0.7333,0.6346,0.6804,0.4038,2,2.3513,edge
4,12,2,0.1364,0.7308,0.0201,18,44,0.8636,0.7308,0.7917,0.6154,3,1.8456,edge
