extra,missing,reverse,fdr,tpr,fpr,shd,nnz,precision,recall,F1,gscore,iter_num,time,exist_mode
3,3,2,0.625,0.375,0.25,8,8,0.375,0.375,0.375,0.0,1,10.1912,edge
1,1,1,0.25,0.75,0.1,3,8,0.75,0.75,0.75,0.5,2,3.7609,edge
1,1,0,0.125,0.875,0.05,2,8,0.875,0.875,0.875,0.75,3,1.5478,edge
