extra,missing,reverse,fdr,tpr,fpr,shd,nnz,precision,recall,F1,gscore,iter_num,time,exist_mode
7,35,8,0.2679,0.4881,0.0144,50,56,0.7321,0.4881,0.5857,0.3095,1,13.2986,edge
6,34,7,0.2321,0.5119,0.0125,47,56,0.7679,0.5119,0.6143,0.3571,2,12.3504,edge
