extra,missing,reverse,fdr,tpr,fpr,shd,nnz,precision,recall,F1,gscore,iter_num,time,exist_mode
10,12,11,0.4773,0.5,0.0383,33,44,0.5227,0.5,0.5111,0.0435,1,6.5012,edge
7,12,10,0.4146,0.5217,0.031,29,41,0.5854,0.5217,0.5517,0.1522,2,6.0833,edge
