d,s,r,alg,score,iter,LLM,time,extra,missing,reverse,shd,norm_shd,nnz,fdr,tpr,fpr,precision,recall,F1,gscore,exist_prior,forb_prior,uncertain_query,correct_query,wrong_query,exist_prior_wrong,forb_prior_wrong,ancs_prior,edge,correct,incorrect,normal,exist,forb
child,2000,6,hardMINOBSx,bic,2,with,1.7508,0,2,0,2,0.08,23,0.0,0.92,0.0,1.0,0.92,0.9583,0.92,4,2,0,46,1,0,1,0,23,23,0,19,4,0
child,2000,6,softMINOBSx,bic,1,without,5.4409,0,1,5,6,0.24,24,0.2083,0.76,0.0303,0.7917,0.76,0.7755,0.56,4,2,0,23,1,0,1,0,24,19,5,23,0,1
child,2000,6,softMINOBSx,bic,2,with,2.4773,0,1,1,2,0.08,24,0.0417,0.92,0.0061,0.9583,0.92,0.9388,0.88,4,2,0,46,2,0,1,0,24,23,1,19,4,1
insurance,500,1,CaMML,mml,1,without,29.1479,3,21,13,37,0.7115384615,34,0.4706,0.3462,0.0535,0.5294,0.3462,0.4186,0.0385,10,4,2,26,6,0,1,0,34,18,16,32,0,2
insurance,500,1,CaMML,mml,2,process,28.5574,3,19,3,25,0.4807692308,36,0.1667,0.5769,0.0201,0.8333,0.5769,0.6818,0.4615,10,6,4,54,12,0,1,0,36,30,6,24,10,2
insurance,500,1,CaMML,mml,3,with,27.9357,1,19,3,23,0.4423076923,34,0.1176,0.5769,0.0134,0.8824,0.5769,0.6977,0.5,10,6,6,81,17,0,1,0,34,30,4,23,10,1
insurance,500,1,HC,bdeu,1,without,1.152,5,23,11,39,0.75,34,0.4706,0.3462,0.0535,0.5294,0.3462,0.4186,0.0385,10,4,2,26,6,1,1,0,34,18,16,32,0,2
insurance,500,1,HC,bdeu,2,process,1.4226,3,19,1,23,0.4423076923,36,0.1111,0.6154,0.0134,0.8889,0.6154,0.7273,0.5385,10,6,4,55,11,1,2,0,36,32,4,25,10,1
insurance,500,1,HC,bdeu,3,with,1.9046,3,20,1,24,0.4615384615,35,0.1143,0.5962,0.0134,0.8857,0.5962,0.7126,0.5192,10,6,6,84,15,1,2,0,35,31,4,25,10,0
insurance,500,1,softHC,bdeu,1,without,3.1576,5,23,11,39,0.75,34,0.4706,0.3462,0.0535,0.5294,0.3462,0.4186,0.0385,10,4,2,26,6,1,1,0,34,18,16,32,0,2
insurance,500,1,softHC,bdeu,2,process,3.4151,2,21,5,28,0.5384615385,33,0.2121,0.5,0.0234,0.7879,0.5,0.6118,0.3654,11,4,4,53,10,2,1,0,33,26,7,27,5,1
insurance,500,1,softHC,bdeu,3,with,3.492,2,21,5,28,0.5384615385,33,0.2121,0.5,0.0234,0.7879,0.5,0.6118,0.3654,11,4,6,80,14,2,1,0,33,26,7,27,5,1
insurance,500,1,hardMINOBSx,bdeu,1,without,38.5824,2,19,3,24,0.4615384615,35,0.1429,0.5769,0.0167,0.8571,0.5769,0.6897,0.4808,2,4,2,30,3,0,1,0,35,30,5,33,0,2
insurance,500,1,hardMINOBSx,bdeu,2,process,18.2656,1,19,2,22,0.4230769231,34,0.0882,0.5962,0.01,0.9118,0.5962,0.7209,0.5385,3,4,4,60,5,0,1,0,34,31,3,32,2,0
insurance,500,1,hardMINOBSx,bdeu,3,process,20.8865,1,19,2,22,0.4230769231,34,0.0882,0.5962,0.01,0.9118,0.5962,0.7209,0.5385,4,4,6,90,7,0,1,0,34,31,3,31,3,0
insurance,500,1,hardMINOBSx,bdeu,4,with,18.4685,1,19,1,21,0.4038461538,34,0.0588,0.6154,0.0067,0.9412,0.6154,0.7442,0.5769,4,4,8,120,9,0,1,0,34,32,2,30,4,0
insurance,500,1,softMINOBSx,bdeu,1,without,40.7791,2,19,3,24,0.4615384615,35,0.1429,0.5769,0.0167,0.8571,0.5769,0.6897,0.4808,2,4,2,30,3,0,1,0,35,30,5,33,0,2
insurance,500,1,softMINOBSx,bdeu,2,process,21.0176,1,18,2,21,0.4038461538,35,0.0857,0.6154,0.01,0.9143,0.6154,0.7356,0.5577,3,4,4,60,6,0,1,0,35,32,3,32,2,1
insurance,500,1,softMINOBSx,bdeu,3,with,23.616,1,18,1,20,0.3846153846,35,0.0571,0.6346,0.0067,0.9429,0.6346,0.7586,0.5962,3,4,6,90,9,0,1,0,35,33,2,31,3,1
insurance,500,1,HC,bic,1,without,1.1915,5,26,5,36,0.6923076923,31,0.3226,0.4038,0.0334,0.6774,0.4038,0.506,0.2115,5,4,1,26,4,1,0,0,31,21,10,29,0,2
insurance,500,1,HC,bic,2,process,1.2007,5,26,2,33,0.6346153846,31,0.2258,0.4615,0.0234,0.7742,0.4615,0.5783,0.3269,8,8,2,51,9,2,1,0,31,24,7,24,5,2
insurance,500,1,HC,bic,3,process,1.332,6,27,0,33,0.6346153846,31,0.1935,0.4808,0.0201,0.8065,0.4808,0.6024,0.3654,9,8,4,74,15,3,1,0,31,25,6,23,8,0
insurance,500,1,HC,bic,4,process,1.1229,5,27,1,33,0.6346153846,30,0.2,0.4615,0.0201,0.8,0.4615,0.5854,0.3462,10,8,6,97,20,3,1,0,30,24,6,21,9,0
insurance,500,1,HC,bic,5,with,1.0833,5,26,0,31,0.5961538462,31,0.1613,0.5,0.0167,0.8387,0.5,0.6265,0.4038,10,8,8,121,25,3,1,0,31,26,5,21,10,0
insurance,500,1,softHC,bic,1,without,2.7726,5,26,5,36,0.6923076923,31,0.3226,0.4038,0.0334,0.6774,0.4038,0.506,0.2115,5,4,1,26,4,1,0,0,31,21,10,29,0,2
insurance,500,1,softHC,bic,2,process,3.4792,3,24,2,29,0.5576923077,31,0.1613,0.5,0.0167,0.8387,0.5,0.6265,0.4038,5,6,2,51,9,1,1,0,31,26,5,27,3,1
insurance,500,1,softHC,bic,3,with,2.5316,3,24,2,29,0.5576923077,31,0.1613,0.5,0.0167,0.8387,0.5,0.6265,0.4038,5,6,3,76,14,1,1,0,31,26,5,27,3,1
insurance,500,1,hardMINOBSx,bic,1,without,43.553,4,25,8,37,0.7115384615,31,0.3871,0.3654,0.0401,0.6129,0.3654,0.4578,0.1346,6,6,2,25,4,0,1,0,31,19,12,28,0,3
insurance,500,1,hardMINOBSx,bic,2,process,13.3553,2,24,5,31,0.5961538462,30,0.2333,0.4423,0.0234,0.7667,0.4423,0.561,0.3077,9,6,4,50,7,0,1,0,30,23,7,24,6,0
insurance,500,1,hardMINOBSx,bic,3,process,9.5512,2,23,4,29,0.5576923077,31,0.1935,0.4808,0.0201,0.8065,0.4808,0.6024,0.3654,10,6,6,74,12,0,1,0,31,25,6,22,9,0
insurance,500,1,hardMINOBSx,bic,4,with,11.1432,2,23,2,27,0.5192307692,31,0.129,0.5192,0.0134,0.871,0.5192,0.6506,0.4423,10,6,8,100,15,0,1,0,31,27,4,21,10,0
insurance,500,1,softMINOBSx,bic,1,without,43.8174,4,25,8,37,0.7115384615,31,0.3871,0.3654,0.0401,0.6129,0.3654,0.4578,0.1346,6,6,2,25,4,0,1,0,31,19,12,28,0,3
insurance,500,1,softMINOBSx,bic,2,process,19.5875,2,23,4,29,0.5576923077,31,0.1935,0.4808,0.0201,0.8065,0.4808,0.6024,0.3654,8,6,4,50,8,0,1,0,31,25,6,24,6,1
insurance,500,1,softMINOBSx,bic,3,with,19.8845,2,22,2,26,0.5,32,0.125,0.5385,0.0134,0.875,0.5385,0.6667,0.4615,8,6,6,76,12,0,1,0,32,28,4,23,8,1
insurance,500,2,CaMML,mml,1,without,28.4753,4,21,12,37,0.7115384615,35,0.4571,0.3654,0.0535,0.5429,0.3654,0.4368,0.0577,9,4,2,26,7,0,1,0,35,19,16,33,0,2
insurance,500,2,CaMML,mml,2,process,28.2815,4,21,3,28,0.5384615385,35,0.2,0.5385,0.0234,0.8,0.5385,0.6437,0.4038,10,6,4,54,12,0,1,0,35,28,7,25,9,1
insurance,500,2,CaMML,mml,3,with,27.9145,3,21,3,27,0.5192307692,34,0.1765,0.5385,0.0201,0.8235,0.5385,0.6512,0.4231,10,6,6,80,18,0,1,0,34,28,6,24,10,0
insurance,500,2,HC,bdeu,1,without,1.3868,5,21,5,31,0.5961538462,36,0.2778,0.5,0.0334,0.7222,0.5,0.5909,0.3077,4,8,2,30,4,0,1,0,36,26,10,32,0,4
insurance,500,2,HC,bdeu,2,process,0.9728,3,18,6,27,0.5192307692,37,0.2432,0.5385,0.0301,0.7568,0.5385,0.6292,0.3654,9,10,4,62,7,0,1,0,37,28,9,32,4,1
insurance,500,2,HC,bdeu,3,process,1.2956,2,18,1,21,0.4038461538,36,0.0833,0.6346,0.01,0.9167,0.6346,0.75,0.5769,9,12,6,94,9,0,1,0,36,33,3,26,9,1
insurance,500,2,HC,bdeu,4,with,0.9988,1,18,1,20,0.3846153846,35,0.0571,0.6346,0.0067,0.9429,0.6346,0.7586,0.5962,9,12,8,125,11,0,1,0,35,33,2,26,9,0
insurance,500,2,softHC,bdeu,1,without,3.0039,5,21,5,31,0.5961538462,36,0.2778,0.5,0.0334,0.7222,0.5,0.5909,0.3077,4,8,2,30,4,0,1,0,36,26,10,32,0,4
insurance,500,2,softHC,bdeu,2,process,2.5257,2,19,2,23,0.4423076923,35,0.1143,0.5962,0.0134,0.8857,0.5962,0.7126,0.5192,4,10,4,61,6,0,1,0,35,31,4,31,3,1
insurance,500,2,softHC,bdeu,3,process,3.7292,2,19,2,23,0.4423076923,35,0.1143,0.5962,0.0134,0.8857,0.5962,0.7126,0.5192,4,12,6,92,8,0,1,0,35,31,4,31,3,1
insurance,500,2,softHC,bdeu,4,with,2.0852,1,19,2,22,0.4230769231,34,0.0882,0.5962,0.01,0.9118,0.5962,0.7209,0.5385,4,12,8,122,10,0,1,0,34,31,3,31,3,0
insurance,500,2,hardMINOBSx,bdeu,1,without,43.2608,2,17,2,21,0.4038461538,37,0.1081,0.6346,0.0134,0.8919,0.6346,0.7416,0.5577,0,4,2,31,4,0,1,0,37,33,4,35,0,2
insurance,500,2,hardMINOBSx,bdeu,2,process,22.0663,2,18,2,22,0.4230769231,36,0.1111,0.6154,0.0134,0.8889,0.6154,0.7273,0.5385,1,6,4,63,6,0,1,0,36,32,4,35,0,1
insurance,500,2,hardMINOBSx,bdeu,3,process,25.6546,2,18,1,21,0.4038461538,36,0.0833,0.6346,0.01,0.9167,0.6346,0.75,0.5769,1,8,6,95,8,0,1,0,36,33,3,34,1,1
insurance,500,2,hardMINOBSx,bdeu,4,with,20.251,1,18,1,20,0.3846153846,35,0.0571,0.6346,0.0067,0.9429,0.6346,0.7586,0.5962,1,8,8,126,10,0,1,0,35,33,2,34,1,0
insurance,500,2,softMINOBSx,bdeu,1,without,44.3176,2,17,2,21,0.4038461538,37,0.1081,0.6346,0.0134,0.8919,0.6346,0.7416,0.5577,0,4,2,31,4,0,1,0,37,33,4,35,0,2
insurance,500,2,softMINOBSx,bdeu,2,process,18.8064,2,18,3,23,0.4423076923,36,0.1389,0.5962,0.0167,0.8611,0.5962,0.7045,0.5,2,6,4,63,6,0,1,0,36,31,5,35,0,1
insurance,500,2,softMINOBSx,bdeu,3,process,23.2197,2,18,1,21,0.4038461538,36,0.0833,0.6346,0.01,0.9167,0.6346,0.75,0.5769,2,8,6,95,8,0,1,0,36,33,3,33,2,1
insurance,500,2,softMINOBSx,bdeu,4,with,22.8338,1,18,1,20,0.3846153846,35,0.0571,0.6346,0.0067,0.9429,0.6346,0.7586,0.5962,2,8,8,126,10,0,1,0,35,33,2,33,2,0
insurance,500,2,HC,bic,1,without,1.1797,5,27,9,41,0.7884615385,30,0.4667,0.3077,0.0468,0.5333,0.3077,0.3902,0.0385,10,4,1,25,4,2,0,0,30,16,14,28,0,2
insurance,500,2,HC,bic,2,process,1.5568,5,26,2,33,0.6346153846,31,0.2258,0.4615,0.0234,0.7742,0.4615,0.5783,0.3269,12,8,2,50,9,2,1,0,31,24,7,19,10,2
insurance,500,2,HC,bic,3,process,1.2446,4,25,1,30,0.5769230769,31,0.1613,0.5,0.0167,0.8387,0.5,0.6265,0.4038,13,8,4,75,13,2,1,0,31,26,5,19,12,0
insurance,500,2,HC,bic,4,with,1.1176,4,25,0,29,0.5576923077,31,0.129,0.5192,0.0134,0.871,0.5192,0.6506,0.4423,13,8,6,100,17,2,1,0,31,27,4,18,13,0
insurance,500,2,softHC,bic,1,without,2.5873,5,27,9,41,0.7884615385,30,0.4667,0.3077,0.0468,0.5333,0.3077,0.3902,0.0385,10,4,1,25,4,2,0,0,30,16,14,28,0,2
insurance,500,2,softHC,bic,2,process,3.3112,3,25,3,31,0.5961538462,30,0.2,0.4615,0.0201,0.8,0.4615,0.5854,0.3462,11,6,2,49,9,2,1,0,30,24,6,23,6,1
insurance,500,2,softHC,bic,3,process,1.9387,3,25,3,31,0.5961538462,30,0.2,0.4615,0.0201,0.8,0.4615,0.5854,0.3462,12,6,3,74,13,2,1,0,30,24,6,23,7,0
insurance,500,2,softHC,bic,4,with,1.8059,3,25,2,30,0.5769230769,30,0.1667,0.4808,0.0167,0.8333,0.4808,0.6098,0.3846,12,6,4,99,17,2,1,0,30,25,5,22,8,0
insurance,500,2,hardMINOBSx,bic,1,without,42.1894,2,25,4,31,0.5961538462,29,0.2069,0.4423,0.0201,0.7931,0.4423,0.5679,0.3269,4,4,1,25,3,1,1,0,29,23,6,27,0,2
insurance,500,2,hardMINOBSx,bic,2,process,15.3685,2,25,2,29,0.5576923077,29,0.1379,0.4808,0.0134,0.8621,0.4808,0.6173,0.4038,5,4,2,50,6,1,1,0,29,25,4,25,4,0
insurance,500,2,hardMINOBSx,bic,3,with,18.2894,2,24,2,28,0.5384615385,30,0.1333,0.5,0.0134,0.8667,0.5,0.6341,0.4231,5,4,4,75,9,1,1,0,30,26,4,25,5,0
insurance,500,2,softMINOBSx,bic,1,without,45.6389,2,25,4,31,0.5961538462,29,0.2069,0.4423,0.0201,0.7931,0.4423,0.5679,0.3269,4,4,1,25,3,1,1,0,29,23,6,27,0,2
insurance,500,2,softMINOBSx,bic,2,process,21.6375,2,25,2,29,0.5576923077,29,0.1379,0.4808,0.0134,0.8621,0.4808,0.6173,0.4038,5,4,2,50,6,1,1,0,29,25,4,25,4,0
insurance,500,2,softMINOBSx,bic,3,with,21.6979,2,25,2,29,0.5576923077,29,0.1379,0.4808,0.0134,0.8621,0.4808,0.6173,0.4038,5,4,3,75,9,1,1,0,29,25,4,25,4,0
insurance,500,3,CaMML,mml,1,without,28.9013,5,19,12,36,0.6923076923,38,0.4474,0.4038,0.0569,0.5526,0.4038,0.4667,0.0769,10,4,2,28,8,1,1,0,38,21,17,36,0,2
insurance,500,3,CaMML,mml,2,process,28.3178,4,19,4,27,0.5192307692,37,0.2162,0.5577,0.0268,0.7838,0.5577,0.6517,0.4038,11,6,4,57,14,1,1,0,37,29,8,26,10,1
insurance,500,3,CaMML,mml,3,with,27.9717,3,18,3,24,0.4615384615,37,0.1622,0.5962,0.0201,0.8378,0.5962,0.6966,0.4808,11,6,6,85,21,1,1,0,37,31,6,25,11,1
insurance,500,3,HC,bdeu,1,without,1.4482,5,20,10,35,0.6730769231,37,0.4054,0.4231,0.0502,0.5946,0.4231,0.4944,0.1346,8,8,3,30,4,0,1,0,37,22,15,33,0,4
insurance,500,3,HC,bdeu,2,process,1.3116,3,18,5,26,0.5,37,0.2162,0.5577,0.0268,0.7838,0.5577,0.6517,0.4038,11,12,5,62,7,0,1,0,37,29,8,27,8,2
insurance,500,3,HC,bdeu,3,with,1.856,1,18,2,21,0.4038461538,35,0.0857,0.6154,0.01,0.9143,0.6154,0.7356,0.5577,11,12,7,92,10,0,1,0,35,32,3,24,11,0
insurance,500,3,softHC,bdeu,1,without,2.7071,5,20,10,35,0.6730769231,37,0.4054,0.4231,0.0502,0.5946,0.4231,0.4944,0.1346,8,8,3,30,4,0,1,0,37,22,15,33,0,4
insurance,500,3,softHC,bdeu,2,process,2.2072,3,18,3,24,0.4615384615,37,0.1622,0.5962,0.0201,0.8378,0.5962,0.6966,0.4808,9,12,5,62,7,0,1,0,37,31,6,27,8,2
insurance,500,3,softHC,bdeu,3,process,1.9362,2,19,2,23,0.4423076923,35,0.1143,0.5962,0.0134,0.8857,0.5962,0.7126,0.5192,10,12,7,90,12,1,1,0,35,31,4,25,9,1
insurance,500,3,softHC,bdeu,4,with,2.109,2,19,2,23,0.4423076923,35,0.1143,0.5962,0.0134,0.8857,0.5962,0.7126,0.5192,10,12,9,118,17,1,1,0,35,31,4,25,9,1
insurance,500,3,hardMINOBSx,bdeu,1,without,36.6794,2,17,2,21,0.4038461538,37,0.1081,0.6346,0.0134,0.8919,0.6346,0.7416,0.5577,2,4,2,33,2,0,1,0,37,33,4,35,0,2
insurance,500,3,hardMINOBSx,bdeu,2,process,23.7937,3,18,3,24,0.4615384615,37,0.1622,0.5962,0.0201,0.8378,0.5962,0.6966,0.4808,3,8,4,65,5,0,1,0,37,31,6,33,2,2
insurance,500,3,hardMINOBSx,bdeu,3,process,16.0663,1,18,1,20,0.3846153846,35,0.0571,0.6346,0.0067,0.9429,0.6346,0.7586,0.5962,4,8,6,97,6,0,1,0,35,33,2,32,3,0
insurance,500,3,hardMINOBSx,bdeu,4,with,19.9085,1,18,1,20,0.3846153846,35,0.0571,0.6346,0.0067,0.9429,0.6346,0.7586,0.5962,4,8,8,128,8,0,1,0,35,33,2,31,4,0
insurance,500,3,softMINOBSx,bdeu,1,without,39.1545,2,17,2,21,0.4038461538,37,0.1081,0.6346,0.0134,0.8919,0.6346,0.7416,0.5577,2,4,2,33,2,0,1,0,37,33,4,35,0,2
insurance,500,3,softMINOBSx,bdeu,2,process,24.2088,4,18,2,24,0.4615384615,38,0.1579,0.6154,0.0201,0.8421,0.6154,0.7111,0.5,3,10,4,67,4,0,1,0,38,32,6,33,2,3
insurance,500,3,softMINOBSx,bdeu,3,with,23.1731,1,17,2,20,0.3846153846,36,0.0833,0.6346,0.01,0.9167,0.6346,0.75,0.5769,3,10,6,97,8,0,1,0,36,33,3,32,3,1
insurance,500,3,HC,bic,1,without,0.9801,4,25,9,38,0.7307692308,31,0.4194,0.3462,0.0435,0.5806,0.3462,0.4337,0.0962,9,0,1,25,5,1,0,0,31,18,13,31,0,0
insurance,500,3,HC,bic,2,process,1.5054,4,24,1,29,0.5576923077,32,0.1562,0.5192,0.0167,0.8438,0.5192,0.6429,0.4231,9,2,2,50,11,1,1,0,32,27,5,22,9,1
insurance,500,3,HC,bic,3,process,1.1981,5,25,1,31,0.5961538462,32,0.1875,0.5,0.0201,0.8125,0.5,0.619,0.3846,9,4,3,76,16,1,1,0,32,26,6,22,9,1
insurance,500,3,HC,bic,4,with,0.9253,4,25,1,30,0.5769230769,31,0.1613,0.5,0.0167,0.8387,0.5,0.6265,0.4038,9,4,4,101,21,1,1,0,31,26,5,22,9,0
insurance,500,3,softHC,bic,1,without,3.0602,4,25,9,38,0.7307692308,31,0.4194,0.3462,0.0435,0.5806,0.3462,0.4337,0.0962,9,0,1,25,5,1,0,0,31,18,13,31,0,0
insurance,500,3,softHC,bic,2,process,2.1818,3,24,2,29,0.5576923077,31,0.1613,0.5,0.0167,0.8387,0.5,0.6265,0.4038,9,2,2,50,10,1,1,0,31,26,5,24,6,1
insurance,500,3,softHC,bic,3,process,1.7938,4,25,2,31,0.5961538462,31,0.1935,0.4808,0.0201,0.8065,0.4808,0.6024,0.3654,9,4,3,76,14,1,1,0,31,25,6,24,6,1
insurance,500,3,softHC,bic,4,with,1.2429,3,25,2,30,0.5769230769,30,0.1667,0.4808,0.0167,0.8333,0.4808,0.6098,0.3846,9,4,4,101,18,1,1,0,30,25,5,24,6,0
insurance,500,3,hardMINOBSx,bic,1,without,39.8063,3,23,4,30,0.5769230769,32,0.2188,0.4808,0.0234,0.7812,0.4808,0.5952,0.3462,2,2,2,25,5,0,1,0,32,25,7,31,0,1
insurance,500,3,hardMINOBSx,bic,2,process,17.3877,4,25,6,35,0.6730769231,31,0.3226,0.4038,0.0334,0.6774,0.4038,0.506,0.2115,7,4,4,50,9,1,1,0,31,21,10,28,2,1
insurance,500,3,hardMINOBSx,bic,3,with,13.5514,3,23,2,28,0.5384615385,32,0.1562,0.5192,0.0167,0.8438,0.5192,0.6429,0.4231,7,4,6,76,13,1,1,0,32,27,5,25,7,0
insurance,500,3,softMINOBSx,bic,1,without,41.7763,3,23,4,30,0.5769230769,32,0.2188,0.4808,0.0234,0.7812,0.4808,0.5952,0.3462,2,2,2,25,5,0,1,0,32,25,7,31,0,1
insurance,500,3,softMINOBSx,bic,2,process,21.6112,4,25,6,35,0.6730769231,31,0.3226,0.4038,0.0334,0.6774,0.4038,0.506,0.2115,7,4,4,50,9,1,1,0,31,21,10,28,2,1
insurance,500,3,softMINOBSx,bic,3,process,17.5941,3,24,7,34,0.6538461538,31,0.3226,0.4038,0.0334,0.6774,0.4038,0.506,0.2115,11,4,6,74,14,1,1,0,31,21,10,24,7,0
insurance,500,3,softMINOBSx,bic,4,with,19.7804,3,23,2,28,0.5384615385,32,0.1562,0.5192,0.0167,0.8438,0.5192,0.6429,0.4231,11,4,8,100,18,1,1,0,32,27,5,21,11,0
insurance,500,4,CaMML,mml,1,without,26.5519,4,19,14,37,0.7115384615,37,0.4865,0.3654,0.0602,0.5135,0.3654,0.427,0.0192,10,4,2,27,8,0,1,0,37,19,18,35,0,2
insurance,500,4,CaMML,mml,2,process,26.0574,4,19,3,26,0.5,37,0.1892,0.5769,0.0234,0.8108,0.5769,0.6742,0.4423,10,6,4,56,14,0,1,0,37,30,7,26,10,1
insurance,500,4,CaMML,mml,3,with,25.8534,3,19,3,25,0.4807692308,36,0.1667,0.5769,0.0201,0.8333,0.5769,0.6818,0.4615,10,6,6,83,21,0,1,0,36,30,6,25,10,1
insurance,500,4,HC,bdeu,1,without,1.4194,5,23,12,40,0.7692307692,34,0.5,0.3269,0.0569,0.5,0.3269,0.3953,0.0,9,4,2,25,7,1,1,0,34,17,17,32,0,2
insurance,500,4,HC,bdeu,2,process,1.0591,5,20,4,29,0.5576923077,37,0.2432,0.5385,0.0301,0.7568,0.5385,0.6292,0.3654,9,8,4,52,15,1,2,0,37,28,9,26,9,2
insurance,500,4,HC,bdeu,3,with,1.622,4,21,4,29,0.5576923077,35,0.2286,0.5192,0.0268,0.7714,0.5192,0.6207,0.3654,9,8,6,78,22,1,2,0,35,27,8,26,9,0
insurance,500,4,softHC,bdeu,1,without,2.8193,5,23,12,40,0.7692307692,34,0.5,0.3269,0.0569,0.5,0.3269,0.3953,0.0,9,4,2,25,7,1,1,0,34,17,17,32,0,2
insurance,500,4,softHC,bdeu,2,process,2.8383,4,21,9,34,0.6538461538,35,0.3714,0.4231,0.0435,0.6286,0.4231,0.5057,0.1731,13,6,4,51,14,2,1,0,35,22,13,27,6,2
insurance,500,4,softHC,bdeu,3,with,3.0806,3,21,9,33,0.6346153846,34,0.3529,0.4231,0.0401,0.6471,0.4231,0.5116,0.1923,13,6,6,76,21,2,1,0,34,22,12,27,6,1
insurance,500,4,hardMINOBSx,bdeu,1,without,9.112,3,19,5,27,0.5192307692,36,0.2222,0.5385,0.0268,0.7778,0.5385,0.6364,0.3846,3,4,2,29,5,0,1,0,36,28,8,34,0,2
insurance,500,4,hardMINOBSx,bdeu,2,process,6.9312,4,20,2,26,0.5,36,0.1667,0.5769,0.0201,0.8333,0.5769,0.6818,0.4615,3,8,4,59,9,0,1,0,36,30,6,31,3,2
insurance,500,4,hardMINOBSx,bdeu,3,process,2.9812,4,20,4,28,0.5384615385,36,0.2222,0.5385,0.0268,0.7778,0.5385,0.6364,0.3846,5,10,6,88,14,0,1,0,36,28,8,32,3,1
insurance,500,4,hardMINOBSx,bdeu,4,with,2.9559,2,20,2,24,0.4615384615,34,0.1176,0.5769,0.0134,0.8824,0.5769,0.6977,0.5,5,10,8,116,18,0,1,0,34,30,4,29,5,0
insurance,500,4,softMINOBSx,bdeu,1,without,12.4562,3,19,5,27,0.5192307692,36,0.2222,0.5385,0.0268,0.7778,0.5385,0.6364,0.3846,3,4,2,29,5,0,1,0,36,28,8,34,0,2
insurance,500,4,softMINOBSx,bdeu,2,process,4.9015,4,20,4,28,0.5384615385,36,0.2222,0.5385,0.0268,0.7778,0.5385,0.6364,0.3846,4,8,4,58,10,0,1,0,36,28,8,31,3,2
insurance,500,4,softMINOBSx,bdeu,3,process,4.7697,3,19,3,25,0.4807692308,36,0.1667,0.5769,0.0201,0.8333,0.5769,0.6818,0.4615,4,10,6,86,16,0,1,0,36,30,6,30,4,2
insurance,500,4,softMINOBSx,bdeu,4,with,4.4435,2,19,2,23,0.4423076923,35,0.1143,0.5962,0.0134,0.8857,0.5962,0.7126,0.5192,4,10,8,114,21,0,1,0,35,31,4,30,4,1
insurance,500,4,HC,bic,1,without,0.9028,4,27,8,39,0.75,29,0.4138,0.3269,0.0401,0.5862,0.3269,0.4198,0.0962,6,6,2,24,3,0,1,0,29,17,12,26,0,3
insurance,500,4,HC,bic,2,process,1.1055,6,27,3,36,0.6923076923,31,0.2903,0.4231,0.0301,0.7097,0.4231,0.5301,0.25,9,10,3,50,7,1,1,0,31,22,9,23,6,2
insurance,500,4,HC,bic,3,process,1.5631,6,30,2,38,0.7307692308,28,0.2857,0.3846,0.0268,0.7143,0.3846,0.5,0.2308,11,12,4,72,12,2,1,0,28,20,8,18,9,1
insurance,500,4,HC,bic,4,process,0.9369,5,27,2,34,0.6538461538,30,0.2333,0.4423,0.0234,0.7667,0.4423,0.561,0.3077,12,12,6,95,17,2,1,0,30,23,7,19,11,0
insurance,500,4,HC,bic,5,with,1.1442,5,26,1,32,0.6153846154,31,0.1935,0.4808,0.0201,0.8065,0.4808,0.6024,0.3654,12,12,8,119,22,2,1,0,31,25,6,19,12,0
insurance,500,4,softHC,bic,1,without,2.8018,4,27,8,39,0.75,29,0.4138,0.3269,0.0401,0.5862,0.3269,0.4198,0.0962,6,6,2,24,3,0,1,0,29,17,12,26,0,3
insurance,500,4,softHC,bic,2,process,2.2376,4,26,4,34,0.6538461538,30,0.2667,0.4231,0.0268,0.7333,0.4231,0.5366,0.2692,7,8,4,49,6,0,1,0,30,22,8,24,5,1
insurance,500,4,softHC,bic,3,process,2.0217,4,27,4,35,0.6730769231,29,0.2759,0.4038,0.0268,0.7241,0.4038,0.5185,0.25,9,8,6,71,11,1,1,0,29,21,8,23,5,1
insurance,500,4,softHC,bic,4,process,2.3333,2,23,4,29,0.5576923077,31,0.1935,0.4808,0.0201,0.8065,0.4808,0.6024,0.3654,10,8,8,97,14,1,1,0,31,25,6,23,7,1
insurance,500,4,softHC,bic,5,with,1.1657,3,27,3,33,0.6346153846,28,0.2143,0.4231,0.0201,0.7857,0.4231,0.55,0.3077,10,8,10,119,18,1,1,0,28,22,6,20,7,1
insurance,500,4,hardMINOBSx,bic,1,without,7.6577,1,24,7,32,0.6153846154,29,0.2759,0.4038,0.0268,0.7241,0.4038,0.5185,0.25,4,4,2,24,3,0,1,0,29,21,8,27,0,2
insurance,500,4,hardMINOBSx,bic,2,process,4.51,4,26,2,32,0.6153846154,30,0.2,0.4615,0.0201,0.8,0.4615,0.5854,0.3462,5,6,4,48,7,1,1,0,30,24,6,25,4,1
insurance,500,4,hardMINOBSx,bic,3,process,2.2245,3,24,3,30,0.5769230769,31,0.1935,0.4808,0.0201,0.8065,0.4808,0.6024,0.3654,6,6,6,73,11,1,1,0,31,25,6,26,5,0
insurance,500,4,hardMINOBSx,bic,4,process,1.8636,3,25,3,31,0.5961538462,30,0.2,0.4615,0.0201,0.8,0.4615,0.5854,0.3462,7,6,8,97,15,1,1,0,30,24,6,24,6,0
insurance,500,4,hardMINOBSx,bic,5,with,1.9021,3,23,2,28,0.5384615385,32,0.1562,0.5192,0.0167,0.8438,0.5192,0.6429,0.4231,7,6,10,123,19,1,1,0,32,27,5,25,7,0
