iter,prior_num,wrong_prior
1,13,0
2,23,0
3,26,0
4,28,0
5,28,0
1,14,0
2,26,0
3,28,0
4,30,0
5,30,0
1,14,0
2,26,0
3,28,0
4,30,0
5,30,0
1,12,0
2,25,0
3,27,0
4,29,0
5,29,0
1,13,0
2,25,0
3,27,0
4,29,0
5,29,0
1,14,0
2,26,0
3,28,0
4,30,0
5,30,0
1,34,2
2,48,4
3,52,4
4,52,4
1,23,2
2,40,4
3,45,4
4,45,4
1,18,1
2,36,3
3,41,3
4,43,3
5,46,3
6,46,3
1,23,2
2,40,4
3,45,4
4,45,4
1,25,2
2,48,4
3,53,5
4,53,5
1,26,2
2,39,4
3,45,4
4,45,4
