iter,prior_num,wrong_prior
1,9,1
2,16,3
3,17,4
4,18,4
5,18,4
1,14,2
2,20,3
3,21,3
4,21,3
1,9,1
2,11,2
3,13,2
4,13,2
1,12,1
2,19,2
3,23,3
4,24,3
5,24,3
1,10,1
2,11,1
3,11,1
1,9,0
2,13,1
3,14,2
4,15,2
5,15,2
1,15,1
2,19,2
3,21,2
4,21,2
1,13,3
2,20,4
3,22,4
4,22,4
1,12,0
2,19,2
3,19,2
1,11,1
2,14,1
3,15,1
4,15,1
1,12,2
2,15,3
3,17,3
4,17,3
1,12,2
2,15,4
3,18,4
4,18,4
