iter,prior_num,wrong_prior
1,7,0
2,9,1
3,9,1
1,8,1
2,11,1
3,11,1
1,9,1
2,11,2
3,13,2
4,13,2
1,10,2
2,13,3
3,13,3
1,5,1
2,7,1
3,8,1
4,8,1
1,7,0
2,10,0
3,12,1
4,12,1
1,8,1
2,8,1
1,10,1
2,12,1
3,12,1
1,3,0
2,3,0
1,10,2
2,12,2
3,12,2
1,5,1
2,9,1
3,9,1
1,14,2
2,14,2
