iter,prior_num,wrong_prior
1,7,1
2,8,1
3,8,1
1,6,0
2,8,1
3,8,1
1,6,2
2,6,2
1,5,1
2,5,1
1,4,1
2,4,1
1,4,1
2,4,1
1,4,1
2,6,2
3,6,2
1,2,0
2,3,0
3,4,1
4,4,1
1,8,3
2,8,3
1,4,1
2,4,1
1,7,1
2,10,3
3,10,3
1,7,3
2,7,3
