iter,prior_num,wrong_prior
1,8,0
2,13,0
3,15,0
4,17,0
5,17,0
1,11,0
2,13,0
3,17,0
4,20,0
5,20,0
1,6,0
2,9,0
3,12,0
4,12,0
1,8,0
2,9,0
3,9,0
1,4,0
2,6,0
3,6,0
1,11,0
2,15,0
3,20,0
4,23,0
5,23,0
1,13,0
2,15,0
3,15,0
1,12,0
2,15,0
3,17,0
4,19,0
5,19,0
1,10,0
2,10,0
1,13,0
2,15,0
3,15,0
1,10,0
2,12,0
3,12,0
1,12,0
2,16,0
3,19,0
4,19,0
