iter,prior_num,wrong_prior
1,6,2
2,8,2
3,11,3
4,14,4
5,16,5
6,17,5
7,20,5
8,20,5
1,9,2
2,13,3
3,16,4
4,17,5
5,18,5
6,19,5
7,19,5
1,9,2
2,14,3
3,15,3
4,17,4
5,18,5
6,18,5
1,11,3
2,11,3
1,8,3
2,11,3
3,14,3
4,18,5
5,19,5
6,19,5
1,9,2
2,15,4
3,18,5
4,21,6
5,22,7
6,22,7
1,5,2
2,13,4
3,16,4
4,16,4
1,10,4
2,13,5
3,17,8
4,22,9
5,24,10
6,26,12
7,26,12
1,10,4
2,20,6
3,20,6
1,8,2
2,16,7
3,19,8
4,21,8
5,21,8
1,13,4
2,15,5
3,19,7
4,20,7
5,23,8
6,24,8
7,24,8
1,7,4
2,10,4
3,13,6
4,18,8
5,19,8
6,19,8
