iter,prior_num,wrong_prior
1,1,0
2,2,0
3,2,0
1,6,1
2,7,2
3,7,2
1,0,0
1,0,0
1,5,2
2,9,3
3,11,3
4,11,3
1,2,1
2,4,2
3,8,2
4,8,2
1,1,1
2,5,1
3,5,1
1,1,0
2,1,0
1,5,1
2,6,2
3,6,2
1,0,0
1,0,0
1,1,0
2,2,0
3,2,0
