iter,prior_num,wrong_prior
1,12,1
2,14,1
3,14,1
1,8,2
2,9,2
3,9,2
1,4,1
2,11,2
3,15,2
4,15,2
1,8,1
2,14,2
3,15,2
4,15,2
1,2,0
2,3,0
3,3,0
1,5,1
2,11,2
3,12,2
4,12,2
1,10,2
2,12,2
3,12,2
1,6,1
2,6,1
1,9,1
2,15,1
3,15,1
1,9,1
2,12,1
3,13,1
4,14,1
5,15,1
6,15,1
1,9,2
2,14,2
3,15,2
4,16,2
5,16,2
1,8,1
2,14,1
3,14,1
