iter,prior_num,wrong_prior
1,4,0
2,5,0
3,5,0
1,3,1
2,4,1
3,5,1
4,7,2
5,8,2
6,10,2
7,10,2
1,8,1
2,10,2
3,11,2
4,13,2
5,15,2
6,15,2
1,6,2
2,10,3
3,12,3
4,13,3
5,13,3
1,4,1
2,5,1
3,5,1
1,5,0
2,8,0
3,10,1
4,10,1
1,3,0
2,3,0
1,4,1
2,4,1
1,4,0
2,4,0
1,5,0
2,5,0
1,4,1
2,4,1
1,5,1
2,5,1
