iter,prior_num,wrong_prior
1,14,1
2,16,1
3,16,1
1,13,1
2,16,1
3,16,1
1,14,2
2,17,2
3,17,2
1,14,1
2,16,1
3,16,1
1,9,0
2,9,0
1,11,1
2,15,2
3,15,2
1,16,1
2,18,1
3,18,1
1,9,1
2,14,1
3,15,1
4,15,1
1,8,1
2,14,1
3,16,1
4,18,2
5,19,2
6,20,2
7,20,2
1,13,1
2,15,1
3,16,1
4,16,1
1,14,1
2,16,1
3,17,1
4,17,1
1,4,1
2,16,1
3,20,1
4,20,1
