iter,prior_num,wrong_prior
1,23,2
2,31,2
3,34,2
4,34,2
1,21,2
2,22,2
3,23,3
4,24,4
5,24,4
1,18,2
2,33,2
3,35,2
4,35,2
1,12,1
2,16,2
3,16,2
1,20,2
2,24,2
3,24,2
1,19,3
2,24,3
3,24,3
1,18,1
2,20,1
3,20,1
1,20,2
2,23,2
3,23,2
1,15,1
2,18,1
3,18,1
1,21,0
2,21,0
1,20,2
2,25,2
3,27,2
4,27,2
1,14,1
2,21,1
3,21,1
