iter,prior_num,wrong_prior
1,0,0
1,7,2
2,8,3
3,12,5
4,12,5
1,2,0
2,3,0
3,3,0
1,3,0
2,8,0
3,9,1
4,9,1
1,4,1
2,7,1
3,7,1
1,2,1
2,6,1
3,6,1
1,1,1
2,8,1
3,9,2
4,10,2
5,10,2
1,1,0
2,1,0
1,1,0
2,2,0
3,2,0
1,1,0
2,1,0
1,3,0
2,3,0
1,2,0
2,3,0
3,3,0
