iter,prior_num,wrong_prior
1,9,1
2,11,2
3,11,2
1,14,2
2,17,3
3,18,3
4,18,3
1,9,1
2,11,2
3,13,2
4,13,2
1,12,1
2,15,1
3,17,2
4,18,2
5,18,2
1,10,1
2,10,1
1,9,0
2,11,1
3,11,1
1,15,1
2,20,2
3,20,2
1,13,3
2,17,4
3,17,4
1,12,0
2,18,1
3,18,1
1,11,1
2,12,1
3,13,1
4,13,1
1,12,2
2,15,3
3,15,3
1,12,2
2,17,4
3,17,4
