iter,prior_num,wrong_prior
1,14,0
2,16,0
3,16,0
1,18,0
2,22,0
3,22,0
1,11,0
2,11,0
1,9,0
2,14,2
3,22,2
4,22,2
1,7,1
2,8,2
3,8,2
1,5,0
2,5,0
1,3,1
2,13,2
3,13,2
1,15,1
2,17,1
3,19,1
4,19,1
1,5,0
2,5,0
1,8,0
2,10,0
3,12,0
4,12,0
1,1,0
2,2,0
3,2,0
1,10,0
2,14,0
3,16,0
4,16,0
