iter,prior_num,wrong_prior
1,13,0
2,18,0
3,18,0
1,14,0
2,16,0
3,16,0
1,14,0
2,16,0
3,16,0
1,12,0
2,15,0
3,15,0
1,13,0
2,13,0
1,14,0
2,14,0
1,34,2
2,34,2
1,23,2
2,23,2
1,18,1
2,21,1
3,21,1
1,23,2
2,23,2
1,25,2
2,25,2
1,26,2
2,28,2
3,28,2
