iter,prior_num,wrong_prior
1,17,0
2,20,0
3,20,0
1,9,1
2,15,2
3,17,2
4,17,2
1,10,0
2,16,0
3,20,0
4,23,0
5,24,0
6,24,0
1,10,2
2,14,2
3,16,2
4,16,2
1,9,0
2,12,0
3,14,1
4,14,1
1,2,0
2,3,0
3,3,0
1,6,0
2,6,0
1,6,0
2,6,0
1,1,0
2,2,1
3,3,1
4,3,1
1,14,0
2,16,0
3,16,0
1,3,0
2,9,0
3,11,0
4,15,0
5,15,0
1,6,0
2,6,0
