iter,prior_num,wrong_prior
1,18,0
2,25,0
3,27,0
4,29,0
5,29,0
1,21,0
2,27,0
3,29,0
4,31,0
5,31,0
1,22,0
2,30,0
3,34,0
4,36,0
5,36,0
1,18,0
2,24,0
3,26,0
4,28,0
5,28,0
1,18,0
2,26,0
3,30,0
4,32,0
5,32,0
1,18,0
2,24,0
3,28,0
4,30,0
5,30,0
1,23,1
2,38,3
3,38,3
1,38,3
2,42,4
3,44,4
4,44,4
1,26,3
2,30,4
3,43,4
4,43,4
1,38,3
2,42,4
3,44,4
4,44,4
1,29,3
2,34,5
3,46,5
4,46,5
1,30,3
2,40,4
3,53,4
4,53,4
