iter,prior_num,wrong_prior
1,18,0
2,22,0
3,22,0
1,21,0
2,25,0
3,25,0
1,22,0
2,28,0
3,30,0
4,30,0
1,18,0
2,22,0
3,22,0
1,18,0
2,24,0
3,24,0
1,18,0
2,22,0
3,22,0
1,23,1
2,28,2
3,28,2
1,38,3
2,40,3
3,40,3
1,26,3
2,26,3
1,38,3
2,40,3
3,40,3
1,29,3
2,29,3
1,30,3
2,30,3
