iter,prior_num,wrong_prior
1,6,1
2,7,1
3,7,1
1,4,1
2,8,1
3,10,1
4,10,1
1,6,1
2,13,1
3,13,1
1,7,1
2,12,1
3,14,1
4,14,1
1,5,0
2,5,0
1,7,1
2,9,1
3,9,1
1,4,1
2,5,1
3,5,1
1,3,1
2,3,1
1,7,1
2,8,1
3,8,1
1,5,1
2,8,1
3,10,1
4,10,1
1,6,1
2,6,1
1,2,1
2,5,1
3,6,1
4,6,1
