iter,prior_num,wrong_prior
1,12,1
2,15,1
3,16,1
4,16,1
1,8,2
2,9,2
3,9,2
1,4,1
2,11,2
3,11,2
1,8,1
2,11,2
3,12,2
4,13,2
5,13,2
1,2,0
2,3,0
3,3,0
1,5,1
2,14,2
3,16,2
4,16,2
1,10,2
2,14,2
3,15,2
4,16,2
5,16,2
1,6,1
2,9,1
3,10,1
4,10,1
1,9,1
2,13,1
3,13,1
1,9,1
2,12,1
3,13,1
4,14,1
5,14,1
1,9,2
2,15,3
1,8,1
2,10,1
3,10,1
