iter,prior_num,wrong_prior
1,0,0
1,3,2
2,5,2
3,6,3
4,10,4
5,11,4
6,11,4
1,5,0
2,5,0
1,4,0
2,6,0
3,7,1
4,13,1
5,13,1
1,2,2
2,5,2
3,13,4
4,13,4
1,2,1
2,3,2
3,4,3
4,8,3
5,9,4
6,9,4
1,1,1
2,7,1
3,7,1
1,0,0
1,0,0
1,1,0
2,1,0
1,0,0
1,4,0
2,4,0
